condition;test;comparison;correction;type_ci;distance;1%;5%;10%;groups;differences;ssize;normalData;ssizediff;what;runs;perm;boot;1%_perCentage;5%_perCentage;10%_perCentage
107;PTU;Eta3 ~ Eta1;fdr;NA;NA;493;470;436;3 groups;small;600;FALSE;severely unequal;path;500;1000;1000;0.014;0.06;0.128
107;PTU;Eta3 ~ Eta1;hochberg;NA;NA;493;471;442;3 groups;small;600;FALSE;severely unequal;path;500;1000;1000;0.014;0.058;0.116
107;PTU;Eta3 ~ Eta1;holm;NA;NA;493;471;442;3 groups;small;600;FALSE;severely unequal;path;500;1000;1000;0.014;0.058;0.116
107;PTU;Eta3 ~ Eta1;hommel;NA;NA;493;470;439;3 groups;small;600;FALSE;severely unequal;path;500;1000;1000;0.014;0.06;0.122
107;PTU;Eta3 ~ Eta1;none;NA;NA;485;416;362;3 groups;small;600;FALSE;severely unequal;path;500;1000;1000;0.03;0.168;0.276
107;OTG;Eta3 ~ Eta1;BH;NA;NA;2;1;1;3 groups;small;600;FALSE;severely unequal;path;500;1000;1000;0.996;0.998;0.998
107;OTG;Eta3 ~ Eta1;bonferroni;NA;NA;2;1;1;3 groups;small;600;FALSE;severely unequal;path;500;1000;1000;0.996;0.998;0.998
107;OTG;Eta3 ~ Eta1;BY;NA;NA;2;1;1;3 groups;small;600;FALSE;severely unequal;path;500;1000;1000;0.996;0.998;0.998
107;OTG;Eta3 ~ Eta1;fdr;NA;NA;2;1;1;3 groups;small;600;FALSE;severely unequal;path;500;1000;1000;0.996;0.998;0.998
107;OTG;Eta3 ~ Eta1;hochberg;NA;NA;2;1;1;3 groups;small;600;FALSE;severely unequal;path;500;1000;1000;0.996;0.998;0.998
107;OTG;Eta3 ~ Eta1;holm;NA;NA;2;1;1;3 groups;small;600;FALSE;severely unequal;path;500;1000;1000;0.996;0.998;0.998
107;OTG;Eta3 ~ Eta1;hommel;NA;NA;2;1;1;3 groups;small;600;FALSE;severely unequal;path;500;1000;1000;0.996;0.998;0.998
107;OTG;Eta3 ~ Eta1;none;NA;NA;2;1;1;3 groups;small;600;FALSE;severely unequal;path;500;1000;1000;0.996;0.998;0.998
108;NPT;Eta3 ~ Eta1;BH;NA;NA;399;316;266;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;0.202;0.368;0.468
108;NPT;Eta3 ~ Eta1;bonferroni;NA;NA;401;328;276;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;0.198;0.344;0.448
108;NPT;Eta3 ~ Eta1;BY;NA;NA;429;351;310;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;0.142;0.298;0.38
108;NPT;Eta3 ~ Eta1;fdr;NA;NA;399;316;266;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;0.202;0.368;0.468
108;NPT;Eta3 ~ Eta1;hochberg;NA;NA;399;319;270;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;0.202;0.362;0.46
108;NPT;Eta3 ~ Eta1;holm;NA;NA;401;328;276;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;0.198;0.344;0.448
108;NPT;Eta3 ~ Eta1;hommel;NA;NA;399;318;268;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;0.202;0.364;0.464
108;NPT;Eta3 ~ Eta1;none;NA;NA;355;234;176;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;0.29;0.532;0.648
108;CIO;Eta3 ~ Eta1;NA;CI_basic;NA;471;381;306;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;0.058;0.238;0.388
108;CIO;Eta3 ~ Eta1;NA;CI_bca;NA;480;389;326;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;0.04;0.222;0.348
108;CIO;Eta3 ~ Eta1;NA;CI_percentile;NA;491;427;354;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;0.018;0.146;0.292
108;CIO;Eta3 ~ Eta1;NA;CI_standard_z;NA;486;404;340;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;0.028;0.192;0.32
108;CIP;Eta3 ~ Eta1;NA;CI_basic;NA;314;176;116;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;0.372;0.648;0.768
108;CIP;Eta3 ~ Eta1;NA;CI_bca;NA;285;163;109;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;0.43;0.674;0.782
108;CIP;Eta3 ~ Eta1;NA;CI_percentile;NA;339;217;155;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;0.322;0.566;0.69
108;CIP;Eta3 ~ Eta1;NA;CI_standard_z;NA;335;194;135;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;0.33;0.612;0.73
108;NBT;Eta3 ~ Eta1;none;NA;NA;388;278;201;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;0.224;0.444;0.598
108;PTE;Eta3 ~ Eta1;BH;NA;NA;426;342;287;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;0.148;0.316;0.426
108;PTE;Eta3 ~ Eta1;bonferroni;NA;NA;429;349;296;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;0.142;0.302;0.408
108;PTE;Eta3 ~ Eta1;BY;NA;NA;449;374;337;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;0.102;0.252;0.326
108;PTE;Eta3 ~ Eta1;fdr;NA;NA;426;342;287;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;0.148;0.316;0.426
108;PTE;Eta3 ~ Eta1;hochberg;NA;NA;429;347;292;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;0.142;0.306;0.416
108;PTE;Eta3 ~ Eta1;holm;NA;NA;429;349;296;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;0.142;0.302;0.408
108;PTE;Eta3 ~ Eta1;hommel;NA;NA;427;343;289;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;0.146;0.314;0.422
108;PTE;Eta3 ~ Eta1;none;NA;NA;372;258;183;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;0.256;0.484;0.634
108;NDT;overall;NA;NA;dG;475;433;388;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;0.05;0.134;0.224
108;NDT;overall;NA;NA;dL;471;427;383;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;0.058;0.146;0.234
108;PTU;Eta3 ~ Eta1;BH;NA;NA;458;372;324;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;0.084;0.256;0.352
108;PTU;Eta3 ~ Eta1;bonferroni;NA;NA;463;378;336;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;0.074;0.244;0.328
108;PTU;Eta3 ~ Eta1;BY;NA;NA;475;418;367;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;0.05;0.164;0.266
108;PTU;Eta3 ~ Eta1;fdr;NA;NA;458;372;324;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;0.084;0.256;0.352
108;PTU;Eta3 ~ Eta1;hochberg;NA;NA;462;375;331;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;0.076;0.25;0.338
108;PTU;Eta3 ~ Eta1;holm;NA;NA;463;378;336;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;0.074;0.244;0.328
108;PTU;Eta3 ~ Eta1;hommel;NA;NA;459;373;327;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;0.082;0.254;0.346
108;PTU;Eta3 ~ Eta1;none;NA;NA;416;303;214;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;0.168;0.394;0.572
108;OTG;Eta3 ~ Eta1;BH;NA;NA;0;0;0;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;1;1;1
108;OTG;Eta3 ~ Eta1;bonferroni;NA;NA;0;0;0;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;1;1;1
108;OTG;Eta3 ~ Eta1;BY;NA;NA;0;0;0;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;1;1;1
108;OTG;Eta3 ~ Eta1;fdr;NA;NA;0;0;0;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;1;1;1
108;OTG;Eta3 ~ Eta1;hochberg;NA;NA;0;0;0;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;1;1;1
108;OTG;Eta3 ~ Eta1;holm;NA;NA;0;0;0;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;1;1;1
108;OTG;Eta3 ~ Eta1;hommel;NA;NA;0;0;0;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;1;1;1
108;OTG;Eta3 ~ Eta1;none;NA;NA;0;0;0;3 groups;small-medium;600;FALSE;severely unequal;path;500;1000;1000;1;1;1
109;NPT;Eta3 ~ Eta1;BH;NA;NA;202;122;85;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;0.596;0.756;0.83
109;NPT;Eta3 ~ Eta1;bonferroni;NA;NA;206;128;93;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;0.588;0.744;0.814
109;NPT;Eta3 ~ Eta1;BY;NA;NA;247;148;117;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;0.506;0.704;0.766
109;NPT;Eta3 ~ Eta1;fdr;NA;NA;202;122;85;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;0.596;0.756;0.83
109;NPT;Eta3 ~ Eta1;hochberg;NA;NA;204;126;91;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;0.592;0.748;0.818
109;NPT;Eta3 ~ Eta1;holm;NA;NA;206;128;93;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;0.588;0.744;0.814
109;NPT;Eta3 ~ Eta1;hommel;NA;NA;202;123;87;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;0.596;0.754;0.826
109;NPT;Eta3 ~ Eta1;none;NA;NA;150;76;43;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;0.7;0.848;0.914
109;CIO;Eta3 ~ Eta1;NA;CI_basic;NA;371;191;117;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;0.258;0.618;0.766
109;CIO;Eta3 ~ Eta1;NA;CI_bca;NA;355;199;128;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;0.29;0.602;0.744
109;CIO;Eta3 ~ Eta1;NA;CI_percentile;NA;401;232;154;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;0.198;0.536;0.692
109;CIO;Eta3 ~ Eta1;NA;CI_standard_z;NA;388;219;139;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;0.224;0.562;0.722
109;CIP;Eta3 ~ Eta1;NA;CI_basic;NA;149;57;31;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;0.702;0.886;0.938
109;CIP;Eta3 ~ Eta1;NA;CI_bca;NA;100;38;25;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;0.8;0.924;0.95
109;CIP;Eta3 ~ Eta1;NA;CI_percentile;NA;124;70;37;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;0.752;0.86;0.926
109;CIP;Eta3 ~ Eta1;NA;CI_standard_z;NA;146;61;35;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;0.708;0.878;0.93
109;NBT;Eta3 ~ Eta1;none;NA;NA;190;91;57;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;0.62;0.818;0.886
109;PTE;Eta3 ~ Eta1;BH;NA;NA;241;137;96;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;0.518;0.726;0.808
109;PTE;Eta3 ~ Eta1;bonferroni;NA;NA;244;143;100;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;0.512;0.714;0.8
109;PTE;Eta3 ~ Eta1;BY;NA;NA;268;168;135;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;0.464;0.664;0.73
109;PTE;Eta3 ~ Eta1;fdr;NA;NA;241;137;96;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;0.518;0.726;0.808
109;PTE;Eta3 ~ Eta1;hochberg;NA;NA;243;140;99;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;0.514;0.72;0.802
109;PTE;Eta3 ~ Eta1;holm;NA;NA;244;143;100;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;0.512;0.714;0.8
109;PTE;Eta3 ~ Eta1;hommel;NA;NA;242;137;97;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;0.516;0.726;0.806
109;PTE;Eta3 ~ Eta1;none;NA;NA;177;82;48;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;0.646;0.836;0.904
109;NDT;overall;NA;NA;dG;435;312;244;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;0.13;0.376;0.512
109;NDT;overall;NA;NA;dL;401;301;233;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;0.198;0.398;0.534
109;PTU;Eta3 ~ Eta1;BH;NA;NA;304;177;125;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;0.392;0.646;0.75
109;PTU;Eta3 ~ Eta1;bonferroni;NA;NA;308;189;139;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;0.384;0.622;0.722
109;PTU;Eta3 ~ Eta1;BY;NA;NA;361;220;171;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;0.278;0.56;0.658
109;PTU;Eta3 ~ Eta1;fdr;NA;NA;304;177;125;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;0.392;0.646;0.75
109;PTU;Eta3 ~ Eta1;hochberg;NA;NA;307;184;134;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;0.386;0.632;0.732
109;PTU;Eta3 ~ Eta1;holm;NA;NA;308;189;139;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;0.384;0.622;0.722
109;PTU;Eta3 ~ Eta1;hommel;NA;NA;304;179;126;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;0.392;0.642;0.748
109;PTU;Eta3 ~ Eta1;none;NA;NA;220;102;65;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;0.56;0.796;0.87
109;OTG;Eta3 ~ Eta1;BH;NA;NA;0;0;0;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;1;1;1
109;OTG;Eta3 ~ Eta1;bonferroni;NA;NA;0;0;0;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;1;1;1
109;OTG;Eta3 ~ Eta1;BY;NA;NA;0;0;0;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;1;1;1
109;OTG;Eta3 ~ Eta1;fdr;NA;NA;0;0;0;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;1;1;1
109;OTG;Eta3 ~ Eta1;hochberg;NA;NA;0;0;0;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;1;1;1
109;OTG;Eta3 ~ Eta1;holm;NA;NA;0;0;0;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;1;1;1
109;OTG;Eta3 ~ Eta1;hommel;NA;NA;0;0;0;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;1;1;1
109;OTG;Eta3 ~ Eta1;none;NA;NA;0;0;0;3 groups;medium-large;600;FALSE;severely unequal;path;500;1000;1000;1;1;1
11;NPT;Eta3 ~ Eta1;BH;NA;NA;496;480;452;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.008;0.04;0.096
11;NPT;Eta3 ~ Eta1;bonferroni;NA;NA;496;482;454;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.008;0.036;0.092
11;NPT;Eta3 ~ Eta1;BY;NA;NA;498;491;477;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.004;0.018;0.046
11;NPT;Eta3 ~ Eta1;fdr;NA;NA;496;480;452;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.008;0.04;0.096
11;NPT;Eta3 ~ Eta1;hochberg;NA;NA;496;482;454;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.008;0.036;0.092
11;NPT;Eta3 ~ Eta1;holm;NA;NA;496;482;454;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.008;0.036;0.092
11;NPT;Eta3 ~ Eta1;hommel;NA;NA;496;481;453;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.008;0.038;0.094
11;NPT;Eta3 ~ Eta1;none;NA;NA;489;438;394;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.022;0.124;0.212
11;CIO;Eta3 ~ Eta1;NA;CI_basic;NA;500;492;470;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0;0.016;0.06
11;CIO;Eta3 ~ Eta1;NA;CI_bca;NA;500;494;479;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0;0.012;0.042
11;CIO;Eta3 ~ Eta1;NA;CI_percentile;NA;500;497;479;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0;0.006;0.042
11;CIO;Eta3 ~ Eta1;NA;CI_standard_z;NA;500;495;476;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0;0.01;0.048
11;CIP;Eta3 ~ Eta1;NA;CI_basic;NA;431;348;288;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.138;0.304;0.424
11;CIP;Eta3 ~ Eta1;NA;CI_bca;NA;431;354;285;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.138;0.292;0.43
11;CIP;Eta3 ~ Eta1;NA;CI_percentile;NA;434;355;288;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.132;0.29;0.424
11;CIP;Eta3 ~ Eta1;NA;CI_standard_z;NA;435;344;278;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.13;0.312;0.444
11;NBT;Eta3 ~ Eta1;none;NA;NA;490;443;404;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.02;0.114;0.192
11;PTE;Eta3 ~ Eta1;BH;NA;NA;497;483;454;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.006;0.034;0.092
11;PTE;Eta3 ~ Eta1;bonferroni;NA;NA;497;485;458;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.006;0.03;0.084
11;PTE;Eta3 ~ Eta1;BY;NA;NA;498;490;482;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.004;0.02;0.036
11;PTE;Eta3 ~ Eta1;fdr;NA;NA;497;483;454;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.006;0.034;0.092
11;PTE;Eta3 ~ Eta1;hochberg;NA;NA;497;485;455;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.006;0.03;0.09
11;PTE;Eta3 ~ Eta1;holm;NA;NA;497;485;458;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.006;0.03;0.084
11;PTE;Eta3 ~ Eta1;hommel;NA;NA;497;483;455;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.006;0.034;0.09
11;PTE;Eta3 ~ Eta1;none;NA;NA;490;443;402;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.02;0.114;0.196
11;NDT;overall;NA;NA;dG;494;478;446;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.012;0.044;0.108
11;NDT;overall;NA;NA;dL;490;475;452;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.02;0.05;0.096
11;PTU;Eta3 ~ Eta1;BH;NA;NA;497;483;454;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.006;0.034;0.092
11;PTU;Eta3 ~ Eta1;bonferroni;NA;NA;497;485;458;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.006;0.03;0.084
11;PTU;Eta3 ~ Eta1;BY;NA;NA;498;490;482;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.004;0.02;0.036
11;PTU;Eta3 ~ Eta1;fdr;NA;NA;497;483;454;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.006;0.034;0.092
11;PTU;Eta3 ~ Eta1;hochberg;NA;NA;497;485;455;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.006;0.03;0.09
11;PTU;Eta3 ~ Eta1;holm;NA;NA;497;485;458;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.006;0.03;0.084
11;PTU;Eta3 ~ Eta1;hommel;NA;NA;497;483;455;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.006;0.034;0.09
11;PTU;Eta3 ~ Eta1;none;NA;NA;490;443;402;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.02;0.114;0.196
11;OTG;Eta3 ~ Eta1;BH;NA;NA;3;2;2;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.994;0.996;0.996
11;OTG;Eta3 ~ Eta1;bonferroni;NA;NA;3;2;2;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.994;0.996;0.996
11;OTG;Eta3 ~ Eta1;BY;NA;NA;3;2;2;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.994;0.996;0.996
11;OTG;Eta3 ~ Eta1;fdr;NA;NA;3;2;2;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.994;0.996;0.996
11;OTG;Eta3 ~ Eta1;hochberg;NA;NA;3;2;2;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.994;0.996;0.996
11;OTG;Eta3 ~ Eta1;holm;NA;NA;3;2;2;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.994;0.996;0.996
11;OTG;Eta3 ~ Eta1;hommel;NA;NA;3;2;2;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.994;0.996;0.996
11;OTG;Eta3 ~ Eta1;none;NA;NA;3;2;2;3 groups;none;1500;TRUE;equal;path;500;1000;1000;0.994;0.996;0.996
110;NPT;Eta3 ~ Eta1;BH;NA;NA;37;17;7;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;0.926;0.966;0.986
110;NPT;Eta3 ~ Eta1;bonferroni;NA;NA;40;20;9;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;0.92;0.96;0.982
110;NPT;Eta3 ~ Eta1;BY;NA;NA;58;22;15;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;0.884;0.956;0.97
110;NPT;Eta3 ~ Eta1;fdr;NA;NA;37;17;7;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;0.926;0.966;0.986
110;NPT;Eta3 ~ Eta1;hochberg;NA;NA;37;19;9;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;0.926;0.962;0.982
110;NPT;Eta3 ~ Eta1;holm;NA;NA;40;20;9;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;0.92;0.96;0.982
110;NPT;Eta3 ~ Eta1;hommel;NA;NA;37;18;8;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;0.926;0.964;0.984
110;NPT;Eta3 ~ Eta1;none;NA;NA;23;5;3;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;0.954;0.99;0.994
110;CIO;Eta3 ~ Eta1;NA;CI_basic;NA;202;51;23;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;0.596;0.898;0.954
110;CIO;Eta3 ~ Eta1;NA;CI_bca;NA;146;35;18;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;0.708;0.93;0.964
110;CIO;Eta3 ~ Eta1;NA;CI_percentile;NA;210;50;23;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;0.58;0.9;0.954
110;CIO;Eta3 ~ Eta1;NA;CI_standard_z;NA;202;47;28;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;0.596;0.906;0.944
110;CIP;Eta3 ~ Eta1;NA;CI_basic;NA;67;11;5;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;0.866;0.978;0.99
110;CIP;Eta3 ~ Eta1;NA;CI_bca;NA;14;3;1;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;0.972;0.994;0.998
110;CIP;Eta3 ~ Eta1;NA;CI_percentile;NA;20;5;2;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;0.96;0.99;0.996
110;CIP;Eta3 ~ Eta1;NA;CI_standard_z;NA;32;7;4;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;0.936;0.986;0.992
110;NBT;Eta3 ~ Eta1;none;NA;NA;33;10;4;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;0.934;0.98;0.992
110;PTE;Eta3 ~ Eta1;BH;NA;NA;48;20;9;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;0.904;0.96;0.982
110;PTE;Eta3 ~ Eta1;bonferroni;NA;NA;55;23;10;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;0.89;0.954;0.98
110;PTE;Eta3 ~ Eta1;BY;NA;NA;71;32;20;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;0.858;0.936;0.96
110;PTE;Eta3 ~ Eta1;fdr;NA;NA;48;20;9;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;0.904;0.96;0.982
110;PTE;Eta3 ~ Eta1;hochberg;NA;NA;54;23;10;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;0.892;0.954;0.98
110;PTE;Eta3 ~ Eta1;holm;NA;NA;55;23;10;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;0.89;0.954;0.98
110;PTE;Eta3 ~ Eta1;hommel;NA;NA;49;21;9;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;0.902;0.958;0.982
110;PTE;Eta3 ~ Eta1;none;NA;NA;31;7;4;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;0.938;0.986;0.992
110;NDT;overall;NA;NA;dG;272;150;107;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;0.456;0.7;0.786
110;NDT;overall;NA;NA;dL;291;168;109;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;0.418;0.664;0.782
110;PTU;Eta3 ~ Eta1;BH;NA;NA;111;33;24;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;0.778;0.934;0.952
110;PTU;Eta3 ~ Eta1;bonferroni;NA;NA;128;36;26;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;0.744;0.928;0.948
110;PTU;Eta3 ~ Eta1;BY;NA;NA;160;55;33;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;0.68;0.89;0.934
110;PTU;Eta3 ~ Eta1;fdr;NA;NA;111;33;24;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;0.778;0.934;0.952
110;PTU;Eta3 ~ Eta1;hochberg;NA;NA;126;35;25;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;0.748;0.93;0.95
110;PTU;Eta3 ~ Eta1;holm;NA;NA;128;36;26;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;0.744;0.928;0.948
110;PTU;Eta3 ~ Eta1;hommel;NA;NA;112;33;24;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;0.776;0.934;0.952
110;PTU;Eta3 ~ Eta1;none;NA;NA;58;14;6;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;0.884;0.972;0.988
110;OTG;Eta3 ~ Eta1;BH;NA;NA;0;0;0;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;1;1;1
110;OTG;Eta3 ~ Eta1;bonferroni;NA;NA;0;0;0;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;1;1;1
110;OTG;Eta3 ~ Eta1;BY;NA;NA;0;0;0;3 groups;large;600;FALSE;severely unequal;path;500;1000;1000;1;1;1
